bibkey,type,title,authors,doi,gs_citations,journal
Madu16,article,Automatic detection of pleural effusion in chest radiographs,"Maduskar, Pragnya and Philipsen, Rick H M M. and Melendez, Jaime and Scholten, Ernst and Chanda, Duncan and Ayles, Helen and S\'{a}nchez, Clara I. and {van Ginneken}, Bram",10.1016/j.media.2015.09.004,19,MIA
Mahm14,inproceedings,A fully automatic unsupervised segmentation framework for the brain tissues in {MR} images,Qaiser Mahmood and Artur Chodorowski and Babak {Ehteshami Bejnordi} and Mikael Persson,10.1117/12.2043646,,
Maho20,article,Computer-aided diagnosis for World Health Organization-defined chest radiograph primary-endpoint pneumonia in children,"Mahomed, Nasreen and van Ginneken, Bram and Philipsen, Rick H H M and Melendez, Jaime and Moore, David P and Moodley, Halvani and Sewchuran, Tanusha and Mathew, Denny and Madhi, Shabir A",10.1007/s00247-019-04593-0,3,PEDRAD
Maie18a,article,Why rankings of biomedical image analysis competitions should be interpreted with care,"Maier-Hein, Lena and Eisenmann, Matthias and Reinke, Annika and Onogur, Sinan and Stankovic, Marko and Scholz, Patrick and Arbel, Tal and Bogunovic, Hrvoje and Bradley, Andrew P and Carass, Aaron and Feldmann, Carolin and Frangi, Alejandro F and Full, Peter M and van Ginneken, Bram and Hanbury, Allan and Honauer, Katrin and Kozubek, Michal and Landman, Bennett A and Marz, Keno and Maier, Oskar and Maier-Hein, Klaus and Menze, Bjoern H and Muller, Henning and Neher, Peter F and Niessen, Wiro and Rajpoot, Nasir and Sharp, Gregory C and Sirinukunwattana, Korsuk and Speidel, Stefanie and Stock, Christian and Stoyanov, Danail and Taha, Abdel Aziz and van der Sommen, Fons and Wang, Ching-Wei and Weber, Marc-Andre and Zheng, Guoyan and Jannin, Pierre and Kopp-Schneider, Annette",10.1038/s41467-018-07619-7,56,NATCOM
Maie19,article,BIAS: Transparent reporting of biomedical image analysis challenges,"Maier-Hein, Lena and Reinke, Annika and Kozubek, Michal and L. Martel, Anne and Arbel, Tal and Eisenmann, Matthias and Hanbuary, Allan and Jannin, Pierre and Muller, Henning and Onogur, Sinan and Saez-Rodriguez, Julio and van Ginneken, Bram and Kopp-Schneider, Annette and Landman, Bennett",,,arXiv:1910.04071
Maie20,article,BIAS: Transparent reporting of biomedical image analysis challenges,"Maier-Hein, Lena and Reinke, Annika and Kozubek, Michal and L. Martel, Anne and Arbel, Tal and Eisenmann, Matthias and Hanbuary, Allan and Jannin, Pierre and Muller, Henning and Onogur, Sinan and Saez-Rodriguez, Julio and van Ginneken, Bram and Kopp-Schneider, Annette and Landman, Bennett",10.1016/j.media.2020.101796,5,MIA
Maka10,inproceedings,Breast {MRI} intensity non-uniformity correction using mean-shift,A. Makarau and H. Huisman and R. Mus and M. Zijp and N. Karssemeijer,10.1117/12.845612,6,
Mann00,inproceedings,Automatic {SIMD} Parallelization of Embedded Applications Based on Pattern Recognition,R. Manniesing and I. Karkowski and H. Corporaal,10.1007/3-540-44520-X_46,23,
Mann04,article,Power analysis of a general convolution algorithm mapped on a linear processor array,R. Manniesing AND R. Kleihorst AND A. van der Avoird AND E. Hendriks,10.1023/B:VLSI.0000017000.91377.a7,7,Journal of {VLSI} Signal Processing Systems
Mann04a,inproceedings,Local Speed Functions in Level Set Based Vessel Segmentation,R. Manniesing AND W. J. Niessen,10.1007/978-3-540-30135-6_58,41,
Mann04b,inproceedings,Skeletonization for re-initialization in level set-based vascular tree segmentation,R. Manniesing and B. K. Velthuis and M. van Leeuwen and W. J. Niessen,10.1117/12.533045,6,
Mann05a,inproceedings,Multiscale vessel enhancing diffusion in {CT} angiography noise filtering,R Manniesing and W.J. Niessen,10.1007/11505730_12,46,
Mann06,inproceedings,Shape Constrained Vessel Centerline Extraction by Integrating Surface Evolution and Topology Analysis,R. Manniesing and W. J. Niessen,10.1109/ISBI.2006.1624878,4,
Mann06a,article,Level set based cerebral vasculature segmentation and diameter quantification in {CT} angiography,R. Manniesing and B. K. Velthuis and M. S. van Leeuwen and I. C. van der Schaaf and P. J. van Laar and W. J. Niessen,10.1016/j.media.2005.09.001,152,MIA
Mann06b,article,Vessel enhancing diffusion: a scale space representation of vessel structures,Rashindra Manniesing and Max A Viergever and Wiro J Niessen,10.1016/j.media.2006.06.003,285,MIA
Mann06c,conference,Automated Detection of the Internal Carotid Arteries in Multislice Cerebral {CT} Angiography,R. Manniesing and W. J. Niessen,,,
Mann06e,phdthesis,Image Analysis in {CT} Angiography,Rashindra Manniesing,,1,PhD thesis
Mann07,article,Vessel axis tracking using topology constrained surface evolution,Rashindra Manniesing and Max A Viergever and Wiro J Niessen,10.1109/TMI.2006.891503,101,TMI
Mann07a,inproceedings,Automatic Segmentation of the Internal Carotid Arteries through the Skull Base,R. Manniesing and W.J. Niessen,10.1117/12.705201,2,
Mann08a,article,Cerebral arteries: fully automated segmentation from {CT} angiography--a feasibility study,Rashindra Manniesing and Max A Viergever and Aad van der Lugt and Wiro J Niessen,10.1148/radiol.2473070436,18,Radiology
Mann09,misc,Vessel Enhancing Diffusion,R. Manniesing and M.A. Viergever and W.J. Niessen,,3,
Mann09a,misc,Read and Write Support for MevisLab Dicom/Tiff Format,R. Manniesing,,,
Mann09b,misc,DicomImport,R. Manniesing,,,
Mann09c,conference,Automated {CTA} Lumen Segmentation of the Atherosclerotic Carotid Artery Bifurcation,R. Manniesing and D. Vukadinovic and S. Rozie and M. Schaap and A. {van der Lugt} and W.J. Niessen,,,
Mann10,article,Robust {CTA} lumen segmentation of the atherosclerotic carotid artery bifurcation in a large patient population,R. Manniesing and M. Schaap and S. Rozie and R. Hameeteman and D. Vukadinovic and A. {van der Lugt} and W.J. Niessen,10.1016/j.media.2010.05.001,40,MIA
Mann10a,conference,Fully Automated Abdominal Fat Quantification using {3D} Computed Tomography Angiography,R. Manniesing and M. Koek and D. Goei and J.J. Hermans and W.J. Niessen and D. Poldermans,,,
Mann11,article,Comparison of enhancement characteristics between invasive lobular carcinoma and invasive ductal carcinoma,"Mann, Ritse M. and Veltman, Jeroen and Huisman, Henkjan and Boetes, Carla",10.1002/jmri.22632,19,JMRI
Mann12a,conference,Initial maximum slope of the contrast enhancement versus time curve for dynamic evaluation of breast lesions on ultrafast breast MRIs,R. Mann and R. Mus and C. Geppert and C. Frentz and N. Karssemeijer and HJ. Huisman and B. Platel,,,
Mann12b,conference,Dynamic analysis of breast lesions: Can we use the wash-in phase instead of the wash-out phase?,R. Mann and R. Mus and C. Geppert and C. Frentz and N. Karssemeijer and HJ. Huisman and B. Platel,,2,
Mann14,article,A Novel Approach to Contrast-Enhanced Breast Magnetic Resonance Imaging for Screening: High-Resolution Ultrafast Dynamic Imaging,"Mann, Ritse M. and Mus, Roel D. and van Zelst, Jan and Geppert, Christian and Karssemeijer, Nico and Platel, Bram",10.1097/RLI.0000000000000057,113,IR
Mann16,article,Quantitative Dose Dependency Analysis of Whole-Brain {CT} Perfusion Imaging,Rashindra Manniesing and Marcel T. H. Oei and Bram {van Ginneken} and Mathias Prokop,10.1148/radiol.2015142230,18,Radiology
Mann16a,article,A {4D} {CT} Digital Phantom of an Individual Human Brain for Perfusion Analysis,Rashindra Manniesing and Christoph Brune and Bram van Ginneken and Mathias Prokop,10.7717/peerj.2683,1,PRJ
Mann16c,conference,White Matter and Gray Matter Segmentation in {4D CT} Images of Acute Ischemic Stroke Patients: a Feasibility Study,Rashindra Manniesing and Sil {van de Leemput} and Mathias Prokop and Bram {van Ginneken,,,
Mann17,article,White Matter and Gray Matter Segmentation in {4D} Computed Tomography,Rashindra Manniesing and Marcel T.H. Oei and Luuk J Oostveen and Jaime Melendez and Ewoud J. Smit and Bram Platel and Clara I S\'{a}nchez and Frederick J.A. Meijer and Mathias Prokop and Bram van Ginneken,10.1038/s41598-017-00239-z,17,NATSCIREP
Mann98,inproceedings,Implementation of Lossless Coding for Embedded Compression,R. Manniesing and R.P. Kleihorst and R. {van der Vleuten} and E.A. Hendriks,,8,
Mann99,inproceedings,Evaluation of a Potential for Automatic {SIMD} Parallelization of Embedded Applications,R. Manniesing and I. Karkowski and H.Corporaal,,3,
Mann99a,mastersthesis,Power Analysis of a General Convolution Algorithm mapped on a Linear Processor Array,R. Manniesing,,,Master thesis
Mari21,article,Multi{\_}Scale{\_}Tools: A Python Library to Exploit Multi-Scale Whole Slide Images,Niccol{\`{o}} Marini and Sebastian Ot{\'{a}}lora and Damian Podareanu and Mart van Rijthoven and Jeroen van der Laak and Francesco Ciompi and Henning Muller and Manfredo Atzori,10.3389/fcomp.2021.684521,,Frontiers in Computer Science
Mari21a,inproceedings,Multi-Scale Task Multiple Instance Learning for the Classification of Digital Pathology Images with Global Annotations,"Marini, Niccolo and Otalora, Sebastian and Ciompi, Francesco and Silvello, Gianmaria and Marchesin, Stefano and Vatrano, Simona and Buttafuoco, Genziana and Atzori, Manfredo and Muller, Henning and Burlutskiy, N and Li, Z and Minhas, F and Peng, T and Rajpoot, N and Torbennielsen, B and Van Der Laak, J and Veta, M and Yuan, Y and Zlobec, I",,,
Mart21,mastersthesis,Artificial intelligence-assisted detection of adhesions on cine-MRI,Evgenia Martynova,,,Master thesis
McLo04,article,Noise equalization for detection of microcalcification clusters in direct digital mammogram images,Kristin J McLoughlin and Philip J Bones and Nico Karssemeijer,10.1109/TMI.2004.824240,106,TMI
Mehr17,inproceedings,Classification of clinical significance of MRI prostate findings using 3D convolutional neural networks,"Mehrtash, Alireza and Sedghi, Alireza and Ghafoorian, Mohsen and Taghipour, Mehdi and Tempany, Clare M. and Wells, William M. and Kapur, Tina and Mousavi, Parvin and Abolmaesumi, Purang and Fedorov, Andriy",10.1117/12.2277123,,
Meij12,article,Magnetic Resonance Lymphography-Guided Selective High-Dose Lymph Node Irradiation in Prostate Cancer,"Meijer, Hanneke J M and Debats, Oscar A and Kunze-Busch, Martina and van Kollenburg, Peter and Leer, Jan Willem and Witjes, J. Alfred and Kaanders, Johannes H A M and Barentsz, Jelle O and van Lin, Emile N J Th",10.1016/j.ijrobp.2010.09.023,,IJROBP
Meij12a,article,Magnetic Resonance Lymphography Findings in Patients With Biochemical Recurrence After Prostatectomy and the Relation With the Stephenson Nomogram,"Meijer, Hanneke J M. and Debats, Oscar A. and Roach, 3rd, Mack and Span, Paul N. and Witjes, J Alfred and Kaanders, Johannes H A M. and van Lin, Emile N J Th and Barentsz, Jelle O.",10.1016/j.ijrobp.2012.02.039,,IJROBP
Meij12c,article,High Occurrence of Aberrant Lymph Node Spread on Magnetic Resonance Lymphography in Prostate Cancer Patients with a Biochemical Recurrence After Radical Prostatectomy,"Meijer, Hanneke J M and van Lin, Emile N and Debats, Oscar A and Witjes, J. Alfred and Span, Paul N and Kaanders, Johannes H A M and Barentsz, Jelle O",10.1016/j.ijrobp.2011.04.054,,IJROBP
Meij15a,inproceedings,"The evaluation of multi-structure, multi-atlas pelvic anatomy features in a prostate {MR} Lymphography {CAD} system",Midas Meijs and Oscar A. Debats and Henkjan J. Huisman,10.1117/12.2082708,2,
Meij15c,article,"Analysis of perfusion {MRI} in stroke: To deconvolve, or not to deconvolve","Meijs, Midas and Christensen, Soren and Lansberg, Maarten G and Albers, Gregory W and Calamante, Fernando",10.1002/mrm.26024,,MRM
Meij16,conference,Segmentation of small cerebral vessels on {CT} perfusion images of patients with suspected acute stroke,Midas Meijs and Mathias Prokop and Frederick J.A. Meijer and Bram van Ginneken and Rashindra Manniesing,,,
Meij17,conference,Detection of vessel occlusion in acute stroke is facilitated by color-coded {4D-CTA,Midas Meijs and Sjoert Pegge and Mathias Prokop and Bram van Ginneken and Frederick J. A. Meijer and Rashindra Manniesing,,,
Meij17a,article,Robust Segmentation of the Full Cerebral Vasculature in {4D CT} Images of Suspected Stroke Patients,Midas Meijs and Ajay Patel and Sil van de Leemput and Mathias Prokop and Ewoud J van Dijk and Frank-Erik de Leeuw and Frederick J. A. Meijer and Bram van Ginneken and Rashindra Manniesing,10.1038/s41598-017-15617-w,,NATSCIREP
Meij18,inproceedings,Artery and Vein Segmentation of the Cerebral Vasculature in {4D CT} using a {3D} Fully Convolutional Neural Network,Midas Meijs and Rashindra Manniesing,10.1117/12.2292974,10,
Meij18a,article,Circle of Willis collateral flow in carotid artery occlusion is depicted by {4D}-{CTA,Midas Meijs and Frank-Erik de Leeuw and Hieronymus D. Boogaarts and Rashindra Manniesing and Frederick J. A. Meijer,10.1016/j.wneu.2018.02.189,5,WONEU
Meij18b,conference,"Fast, Robust and Accurate Segmentation of the Complete Cerebral Vasculature in 4{D-CTA} using Deep Learning",Midas Meijs and Ajay Patel and Sil C. van de Leemput and Bram van Ginneken and Mathias Prokop and Rashindra Manniesing,,,
Meij18c,conference,Color-mapping visualization of {4D-CTA} in neurovascular disease,Frederick J.A. Meijer and Peter W.A. Willems and Midas Meijs and Rashindra Manniesing,,,
Meij19a,article,Color mapping of {4D-CTA} for the detection of cranial arteriovenous shunts,Midas Meijs and Sjoert A.H. Pegge and Kazuhiro Murayama and Hieronymus D. Boogaarts and Mathias Prokop and Peter W.A. Willems and Rashindra Manniesing and Frederick J.A. Meijer,10.3174/ajnr.A6156,,AJNR
Meij20,phdthesis,Automated Image Analysis and Machine Learning to Detect Cerebral Vascular Pathology in 4D-CTA,Midas Meijs,,,PhD thesis
Meij20a,article,Image-level detection of arterial occlusions in {4D-CTA} of acute stroke patients using deep learning,"Midas Meijs and Meijer, F. J. A. and Mathias Prokop and van Ginneken, B. and Rashindra Manniesing",10.1016/j.media.2020.101810,,MIA
Meij20b,article,Cerebral Artery and Vein Segmentation in Fourdimensional CT Angiography Using Convolutional Neural Networks,Midas Meijs and Sjoert A. H. Pegge and Maria H. E. Vos and Ajay Patel and Sil C. van de Leemput and Kevin Koschmieder and Mathias Prokop and Frederick J. A. Meijer and Rashindra Manniesing,10.1148/ryai.2020190178,,RAI
Mein19,inproceedings,Efficient prealignment of CT scans for registration through a bodypart regressor,"Meine, Hans and Hering, Alessa",,,
Melb11,article,The effect of motion correction on pharmacokinetic parameter estimation in dynamic-contrast-enhanced {MRI,"Melbourne, A. and Hipwell, J. and Modat, M. and Mertzanidou, T. and Huisman, H. and Ourselin, S. and Hawkes, D. J.",10.1088/0031-9155/56/24/001,35,PMB
Mele12,inproceedings,Potential of a Standalone Computer-Aided Detection System for Breast Cancer Detection in Screening Mammography,J. Melendez and C. I. S\'{a}nchez and R. Hupse and B. van Ginneken and N. Karssemeijer,10.1007/978-3-642-31271-7_88,1,
Mele12a,conference,Detection of breast carcinomas potentially missed during screening by means of a standalone {CAD} system,J. Melendez and C. I. S\'{a}nchez and B. van Ginneken and N. Karssemeijer,,,
Mele14,inproceedings,Multiple-instance learning for computer-aided detection of tuberculosis,J. Melendez and C. I. S\'{a}nchez and R. H. H. M. Philipsen and P. Maduskar and B. van Ginneken,10.1117/12.2043018,11,
Mele14a,article,A Novel Multiple-Instance Learning-Based Approach to Computer-Aided Detection of Tuberculosis on Chest X-Rays,"Melendez, Jaime and van Ginneken, Bram and Maduskar, Pragnya and Philipsen, Rick H H M. and Reither, Klaus and Breuninger, Marianne and Adetifa, Ifedayo M O. and Maane, Ramatoulie and Ayles, Helen and S\'{a}nchez, Clara I.",10.1109/TMI.2014.2350539,52,TMI
Mele14b,article,Improving mass candidate detection in mammograms via feature maxima propagation and local feature selection,"Melendez, Jaime and S\'{a}nchez, Clara I. and van Ginneken, Bram and Karssemeijer, Nico",10.1118/1.4885995,7,MP
Mele15,phdthesis,Improving computer-aided detection systems through advanced pattern recognition techniques,Jaime Melendez,,,PhD thesis
Mele16,article,On Combining Multiple-Instance Learning and Active Learning for Computer-Aided Detection of Tuberculosis,"Melendez, Jaime and {van Ginneken}, Bram and Maduskar, Pragnya and Philipsen, Rick and Ayles, Helen and S\'{a}nchez, Clara I.",10.1109/TMI.2015.2505672,28,TMI
Mele16a,article,An automated tuberculosis screening strategy combining X-ray-based computer-aided detection and clinical information,"Melendez, Jaime and S\'{a}nchez, Clara I. and Philipsen, Rick H. H. M. and Maduskar, Pragnya and Dawson, Rodney and Theron, Grant and Dheda, Keertan and {van Ginneken}, Bram",10.1038/srep25265,53,NATSCIREP
