bibkey,type,title,authors,ss_id,all_ss_ids,comment
Litj15,inproceedings,Automated detection of prostate cancer in digitized whole-slide images of {H\&E}-stained biopsy specimens,"Litjens, G. and Bejnordi, B. Ehteshami and Timofeeva, N. and Swadi, G. and Kovacs, I. and Hulsbergen-van de Kaa, C. A. and van der Laak, J. A. W. M.",e14a159a1d16c2acfe48b60c81807300c67ee228,,"title matching: single bibkey, single ss_id"
Litj15a,phdthesis,Computerized detection of cancer in multi-parametric prostate {MRI,"Litjens, Geert",,,
Litj15b,article,Clinical evaluation of a computer-aided diagnosis system for determining cancer aggressiveness in prostate {MRI,"Litjens, Geert J S. and Barentsz, Jelle O. and Karssemeijer, Nico and Huisman, Henkjan J.",a44520f7cfcb2d3867ccb40b54b699b8f23f2acb,,"title matching: single bibkey, single ss_id"
Litj16,inproceedings,Automated robust registration of grossly misregistered whole-slide images with varying stains,"Litjens, G. and Safferling, K. and Grabe, N.",9afbb8e061beb2a23a29150d6f5be1d8507db996,,"title matching: single bibkey, single ss_id"
Litj16b,article,Computer-extracted Features Can Distinguish Noncancerous Confounding Disease from Prostatic Adenocarcinoma at Multiparametric MR Imaging.,"Litjens, Geert J. S. and Elliott, Robin and Shih, Natalie N. C. and Feldman, Michael D. and Kobus, Thiele and {Hulsbergen-van de Kaa}, Christina and Barentsz, Jelle O. and Huisman, Henkjan J. and Madabhushi, Anant",7bfa78ee6a6d93bac31a1e29bc0552ca8e5a215c,,"title matching: single bibkey, single ss_id"
Litj16c,article,Deep learning as a tool for increased accuracy and efficiency of histopathological diagnosis,"Litjens, G. and S\'{a}nchez, C. I. and Timofeeva, N. and Hermsen, M. and Nagtegaal, I. and Kovacs, I. and {Hulsbergen-van de Kaa}, C. and Bult, P. and {van Ginneken}, B. and {van der Laak}, J.",47262a72c9c7bf5070b97e70b55c6190d1079260,,"title matching: single bibkey, single ss_id"
Litj17,article,A Survey on Deep Learning in Medical Image Analysis,"Litjens, G. and Kooi, T. and Ehteshami Bejnordi, B. and Setio, A. A. A. and Ciompi, F. and Ghafoorian, M. and van der Laak, J.A.W.M. and van Ginneken, B. and S\'{a}nchez, C. I.",2abde28f75a9135c8ed7c50ea16b7b9e49da0c09,,"title matching: single bibkey, single ss_id"
Litj18,article,1399 {H}\&{E}-stained sentinel lymph node sections of breast cancer patients: the {CAMELYON} dataset,"Litjens, G. and Bandi, P. and Ehteshami Bejnordi, B. and Geessink, O. and Balkenhol, M. and Bult, P. and Halilovic, A. and Hermsen, M. and van de Loo, R. and Vogels, R. and Manson, Q.F. and Stathonikos, N. and Baidoshvili, A. and van Diest, P. and Wauters, C. and van Dijk, M. and van der Laak, J.",188f8f6f70947215a9dfeebb0b577155e0d3d339,,"title matching: single bibkey, single ss_id"
Litj19,article,State-of-the-Art Deep Learning in Cardiovascular Image Analysis,"Litjens, Geert and Ciompi, Francesco and Wolterink, Jelmer M and de Vos, Bob D and Leiner, Tim and Teuwen, Jonas and Isgum, Ivana",1e70a09aedc8d91538e269f568b212ca839012b1,,"title matching: single bibkey, single ss_id"
Litj22,article,A Decade of GigaScience: The Challenges of Gigapixel Pathology Images.,"Litjens, Geert and Ciompi, Francesco and van der Laak, Jeroen",42c19709354c631efc35d2bda8f0d33cf1d79831,,"title matching: single bibkey, single ss_id"
Liu14,article,Incorporating texture features in a computer-aided breast lesion diagnosis system for automated three-dimensional breast ultrasound,Haixia Liu and Tao Tan and Jan van Zelst and Ritse Mann and Nico Karssemeijer and Bram Platel,a4278e9daff8dd2d492c51d6c629a76d552a9c45,,"title matching: single bibkey, single ss_id"
Lo09,inproceedings,Extraction of Airways from {CT} ({EXACT09}),P. Lo and B. van Ginneken and J. M. Reinhardt and M. de Bruijne,,,
Lo10,inproceedings,Vessel tree extraction using locally optimal paths,P. Lo and B. van Ginneken and M. de Bruijne,56f99e7b81eac197131323001445ecb2eb0569b1,,"title matching: single bibkey, single ss_id"
Lo11,inproceedings,A bottom-up approach for labeling of human airway trees,P. Lo and E. M. van Rikxoort and J. G. Goldin and F. Abtin and M. de Bruijne and M. S. Brown,,,
Lo12,article,Extraction of Airways from {CT} ({EXACT'09}),P. Lo and B. van Ginneken and J. M. Reinhardt and Y. Tarunashree and P. A. de Jong and B. Irving and C. Fetita and M. Ortner and R. Pinho and J. Sijbers and M. Feuerstein and A. Fabijanska and C. Bauer and R. Beichel and C. S. Mendoza and R. Wiemker and J. Lee and A. P. Reeves and S. Born and O. Weinheimer and E. M. van Rikxoort and J. Tschirren and K. Mori and B. Odry and D. P. Naidich and I. J. Hartmann and E. A. Hoffman and M. Prokop and J. H. Pedersen and M. de Bruijne,cfcae9fa6bd0b4cad15e40bb0dc4e8b367826acc,,single doi match
Lo13,inproceedings,Automated segmentation of pulmonary lobes in chest {CT} scans using evolving surfaces,P. Lo and E. M. van Rikxoort and F. Abtin and S. Ahmad and A. Ordookhani and J. G. Goldin and M. S. Brown,,,
Lo13a,inproceedings,Semi-automated segmentation of pulmonary lobes in chest {CT} scans using evolving surfaces,Pechin Lo and Eva M. van Rikxoort and Jonathan Goldin and Matthew S. Brown,,,
Lohn15,conference,Run away from small vessel disease: physical activity reduces progression of white matter hyperintensities: the RUN DMC study,V. Lohner and I.W.M. van Uden and H.M. van der Holst and A.M. Tuladhar and A.G.W. van Norden and M.I. Bergkamp and K.F. de Laat and R. Arntz and M. Ghafoorian and B. Platel and E.J. van Dijk and F.E. de Leeuw,,,
Loka10,article,Volumetric breast density from full-field digital mammograms and its association with breast cancer risk factors: a comparison with a threshold method,Mariette A J M Lokate and Michiel G J Kallenberg and Nico Karssemeijer and Maurice A A J van den Bosch and Petra H M Peeters and Carla H van Gils,a717f22666cfef9a62f3e18ac8ed5d81abac272e,,"title matching: single bibkey, single ss_id"
Loog02a,inproceedings,Supervised segmentation by {I}terated {C}ontextual {P}ixel {C}lassification,M. Loog and B. van Ginneken,284bac5873dc9ae6cd676d5e77f51a7347db061e,,"title matching: single bibkey, single ss_id"
Loog03,inproceedings,Segmenting the posterior ribs in chest radiographs by iterated contextual pixel classification,M. Loog and B. van Ginneken and M. A. Viergever,e783c9b2be90dd57814d8064375e42bef8cd7154,,single doi match
Loog04c,phdthesis,Supervised {D}imensionality {R}eduction and {C}ontextual {P}attern {R}ecognition in {M}edical {I}mage {P}rocessing,M. Loog,,,
Loog04d,inproceedings,Static posterior probability fusion for signal detection: applications in the detection of interstitial diseases in chest radiographs,M. Loog and B. van Ginneken,90f7f1eb9a2d0ff1db35a909062577efca9e32be,,"title matching: single bibkey, single ss_id"
Loog04e,inproceedings,Dimensionality reduction by canonical contextual correlation projections,M. Loog and B. van Ginneken and R. P. W. Duin,07456424645481c6fcb32de1373978bbfc6e6e2c,,single doi match
Loog04f,inproceedings,Detection of interstitial lung disease in {PA} chest radiographs,M. Loog and B. van Ginneken and M. Nielsen,9d694a982ab413c311ead393c98a844394752044,,single doi match
Loog05,article,Dimensionality reduction of image features using the canonical contextual correlation projection,M. Loog and B. van Ginneken and R. P. W. Duin,644fcd2ee9894d41c6e886c8067645af514b925f,,single doi match
Loog06,inproceedings,Bony {S}tructure {S}uppression in {C}hest {R}adiographs,M. Loog and B. van Ginneken,5260cd32e11481ba468d6c8a0464d66627e27f8e,,"title matching: single bibkey, single ss_id"
Loog06a,article,Segmentation of the posterior ribs in chest radiographs using iterated contextual pixel classification,M. Loog and B. van Ginneken,d5f1619d8d7b6a1f5377a19f4daba1dcef9413aa,,single doi match
Loog06b,article,Filter learning: application to suppression of bony structures from chest radiographs,"M. Loog and B. van Ginneken and Schilham, A. M. R.",c238b1c9bdec805216b5c3ee9b650edaf35947d3,,"title matching: single bibkey, single ss_id"
Lope03,inproceedings,Retinal image analysis to detect and quantify lesions associated with diabetic retinopathy,M. I. L\'{o}pez and C. I. S\'{a}nchez and R. Hornero,,,
Louz14,article,Abundance of IgG4+ Plasma Cells in Isolated Reactive Lymphadenopathy Is No Indication of IgG4-Related Disease,"Louzao Martinez, Laura and Friedlander, Elza and van der Laak, Jeroen A. W. M. and Hebeda, Konnie M.",81460e5c3d1d916f328caad6b1775bd8ce7fa418,,"title matching: single bibkey, single ss_id"
Lux20,mastersthesis,Neuromuscular disease screening with deep learning,Klaus-Michael Lux,,,
Maas13b,conference,Prostate {C}ancer localization with a {M}ultiparametric {MR} Approach ({PCaMAP}): initial results of a multi-center study,"Marnix C. Maas and Mari\""et J. Koopman and Geert J.S. Litjens and Alan J. Wright and Kirsten M. Selnas and Ingrid S. Gribbestad and Masoom A. Haider and Katarzyna J. Macura and Daniel J.A. Margolis and Berthold Kiefer and Jurgen J. F\""utterer and Tom W.J. Scheenen",,,
Maas19,article,"A Single-Arm, Multicenter Validation Study of Prostate Cancer Localization and Aggressiveness With a Quantitative Multiparametric Magnetic Resonance Imaging Approach","Maas, Marnix C and Litjens, Geert J S and Wright, Alan J and Attenberger, Ulrike I and Haider, Masoom A and Helbich, Thomas H and Kiefer, Berthold and Macura, Katarzyna J and Margolis, Daniel J A and Padhani, Anwar R and Selnaes, Kirsten M and Villeirs, Geert M and Futterer, Jurgen J and Scheenen, Tom W J",e8b28dbb1bbb2944e3ec69a7cb9a9c33deeead88,,"title matching: single bibkey, single ss_id"
MacL08,inproceedings,Integration of {MRI} in evaluation and ablation of atrial fibrillation,"MacLeod, R.S. and Kholmovski, E. and DiBella, E.V.R. and Oakes, R.S. and Blauer, J.E. and Fish, E. and Vijayakumar, S. and Daccarett, M. and Segerson, N.M. and Marrouche, N.F",,,
Mada11,book,Prostate Cancer Imaging. Image Analysis and Image-Guided Interventions,A. Madabhushi AND J. Dowling AND H. Huisman AND D. Barratt,32140172193a5850bd55f81b626262b845661d4f,,single doi match
Madu09,inproceedings,Automatic identification of intracranial hemorrhage in non-contrast {CT} with large slice thickness for trauma cases,Pragnya Maduskar and Mausumi Acharyya,,,
Madu11,inproceedings,Automatic detection of lung vessel bifurcation in thoracic {CT} Images,Pragnya Maduskar AND Pandu R. Devarakota AND Siddharth Vikal,,,
Madu11a,inproceedings,Cavity segmentation in chest radiographs,Pragnya Maduskar and Laurens Hogeweg and Helen Ayles and Rodney Dawson and Pim A. de Jong and Nico Karssemeijer and Bram van Ginneken,,,
Madu11b,conference,Automatic Size Measurement of Cavities on Chest Radiographs Using Supervised Learning and Dynamic Programming,P. Maduskar and L. Hogeweg and H. Ayles and R. Dawson and P. A. de Jong and B. van Ginneken,,,
Madu13,inproceedings,Improved texture analysis for automatic detection of Tuberculosis ({TB}) on Chest Radiographs with Bone Suppression images,P. Maduskar and L. Hogeweg and R. Philipsen and S. Schalekamp and B. van Ginneken,7738d6a2cfdba31d771d4a8ab6649f2718ded3d5,,"title matching: single bibkey, single ss_id"
Madu13a,inproceedings,Automated localization of costophrenic recesses and costophrenic angle measurement on frontal chest radiographs,P. Maduskar and L. Hogeweg and R. Philipsen and B. van Ginneken,a016412367ed40d9c5b76383109dcc4f833ff12f,,"title matching: single bibkey, single ss_id"
Madu13b,conference,Performance evaluation of automatic chest radiograph reading for detection of tuberculosis {(TB)}: a comparative study with clinical officers and certified readers on {TB} suspects in sub-Saharan {Africa,P. Maduskar and L. Hogeweg and H. Ayles and B. van Ginneken,,,
Madu13c,article,Detection of tuberculosis with digital chest radiography: automatic reading versus interpretation by clinical officers,Pragnya Maduskar and Monde Muyoyeta and Helen Ayles and Laurens Hogeweg and Liesbeth Peters-Bax and Bram van Ginneken,a53cbf0c57a5e06312397f04c0629c31731e26da,,"title matching: single bibkey, single ss_id"
Madu14,article,Cavity contour segmentation in chest radiographs using supervised learning and dynamic programming,"Maduskar, Pragnya and Hogeweg, Laurens and de Jong, Pim A. and Peters-Bax, Liesbeth and Dawson, Rodney and Ayles, Helen and S\'{a}nchez, Clara I. and van Ginneken, Bram",d1db95a442a2c17c4e60e4fee01372fa400ff636,,"title matching: single bibkey, single ss_id"
Madu15,conference,Computerized Reading of Chest Radiographs in The Gambia National Tuberculosis Prevalence Survey: Retrospective Comparison with Human Experts,P. Maduskar and I. Adetifa and J. van den Hombergh and E. Leroy-Terquem and A. Fasan-Odunsi and Clara I. S\'{a}nchez and U d'Alessandro and B. van Ginneken,,,
Madu15a,phdthesis,Automated analysis of tuberculosis in chest radiographs,Pragnya Maduskar,,,
Madu16,article,Automatic detection of pleural effusion in chest radiographs,"Maduskar, Pragnya and Philipsen, Rick H M M. and Melendez, Jaime and Scholten, Ernst and Chanda, Duncan and Ayles, Helen and S\'{a}nchez, Clara I. and {van Ginneken}, Bram",7e2f4b83c10f388e8ceab04bf559f30f299f4111,,single doi match
Mahm14,inproceedings,A fully automatic unsupervised segmentation framework for the brain tissues in {MR} images,Qaiser Mahmood and Artur Chodorowski and Babak {Ehteshami Bejnordi} and Mikael Persson,,,
Maho20,article,Computer-aided diagnosis for World Health Organization-defined chest radiograph primary-endpoint pneumonia in children,"Mahomed, Nasreen and van Ginneken, Bram and Philipsen, Rick H H M and Melendez, Jaime and Moore, David P and Moodley, Halvani and Sewchuran, Tanusha and Mathew, Denny and Madhi, Shabir A",64a8a40675ff707a6a3de3af238dc03e30c7186e,,"title matching: single bibkey, single ss_id"
Maie18a,article,Why rankings of biomedical image analysis competitions should be interpreted with care,"Maier-Hein, Lena and Eisenmann, Matthias and Reinke, Annika and Onogur, Sinan and Stankovic, Marko and Scholz, Patrick and Arbel, Tal and Bogunovic, Hrvoje and Bradley, Andrew P and Carass, Aaron and Feldmann, Carolin and Frangi, Alejandro F and Full, Peter M and van Ginneken, Bram and Hanbury, Allan and Honauer, Katrin and Kozubek, Michal and Landman, Bennett A and Marz, Keno and Maier, Oskar and Maier-Hein, Klaus and Menze, Bjoern H and Muller, Henning and Neher, Peter F and Niessen, Wiro and Rajpoot, Nasir and Sharp, Gregory C and Sirinukunwattana, Korsuk and Speidel, Stefanie and Stock, Christian and Stoyanov, Danail and Taha, Abdel Aziz and van der Sommen, Fons and Wang, Ching-Wei and Weber, Marc-Andre and Zheng, Guoyan and Jannin, Pierre and Kopp-Schneider, Annette",91d23b702b9a59bf75c5162c3250017b526c0e69,"['8678f63d7a648eb4d0f64e50c8ff5a1c53ac128b', '91d23b702b9a59bf75c5162c3250017b526c0e69', 'bed661aebb0ede3c407e044637ce60a6d7ccfe5f', 'fa96430855d805c045335e70c0b60d3acb8c9a79']","title matching: single bibkey with multiple_ss_ids (['8678f63d7a648eb4d0f64e50c8ff5a1c53ac128b', '91d23b702b9a59bf75c5162c3250017b526c0e69', 'bed661aebb0ede3c407e044637ce60a6d7ccfe5f', 'fa96430855d805c045335e70c0b60d3acb8c9a79']), took the first one with most citations"
Maie19,article,BIAS: Transparent reporting of biomedical image analysis challenges,"Maier-Hein, Lena and Reinke, Annika and Kozubek, Michal and L. Martel, Anne and Arbel, Tal and Eisenmann, Matthias and Hanbuary, Allan and Jannin, Pierre and Muller, Henning and Onogur, Sinan and Saez-Rodriguez, Julio and van Ginneken, Bram and Kopp-Schneider, Annette and Landman, Bennett",,,
Maie20,article,BIAS: Transparent reporting of biomedical image analysis challenges,"Maier-Hein, Lena and Reinke, Annika and Kozubek, Michal and L. Martel, Anne and Arbel, Tal and Eisenmann, Matthias and Hanbuary, Allan and Jannin, Pierre and Muller, Henning and Onogur, Sinan and Saez-Rodriguez, Julio and van Ginneken, Bram and Kopp-Schneider, Annette and Landman, Bennett",2968b96fae50ce329147b26f9c29d49439b74985,,single doi match
Maka10,inproceedings,Breast {MRI} intensity non-uniformity correction using mean-shift,A. Makarau and H. Huisman and R. Mus and M. Zijp and N. Karssemeijer,bb1e8f7832cf85a1d49ee002dbb6e72d0c8251d6,,"title matching: single bibkey, single ss_id"
Mann00,inproceedings,Automatic {SIMD} Parallelization of Embedded Applications Based on Pattern Recognition,R. Manniesing and I. Karkowski and H. Corporaal,,,
Mann04,article,Power analysis of a general convolution algorithm mapped on a linear processor array,R. Manniesing AND R. Kleihorst AND A. van der Avoird AND E. Hendriks,,,
